MSE,RMSE,MAPE(%),ExplainedVar,R2,seed
800207.0625,894.542935,21.60597742,0.467412055,0.435869694,0
2117804.5,1455.267845,53.08971405,0.397540808,0.276935518,1
984128.25,992.0323835,13.59204948,0.632643223,0.616281629,2
432311.4063,657.5039211,25.00387728,0.830731392,0.827815115,3
991822.6875,995.9029508,25.52495301,0.524484456,0.483399332,4
1065254.781,999.050007,27.76331425,0.570562387,0.528060257,
