MSE,RMSE,MAPE(%),ExplainedVar,R2,seed
814941.125,902.7408958,21.55842185,0.45857197,0.425482452,0
2201864.5,1483.868087,55.2504003,0.373627245,0.248235643,1
643684.6875,802.2996245,12.95253336,0.760732174,0.749022961,2
624754.625,790.414211,29.91999686,0.771912932,0.751167059,3
924558.9375,961.5398783,24.24622476,0.540077567,0.518434286,4
1041960.775,988.1725394,28.78551543,0.580984378,0.53846848,
